ID,RecordedDate,PrimaryStatusAfterGraduation,BranchOfService,CareerMeetsExpectation,EmployingOrganization,JobTitle,State,City,Employer_Country,Compensation,Salary_range,Degree_required,Employment_offer,Employment_acceptance,Job_connection,Application_website,Other_job_connection,Graduate_School,Graduate_School_Location,Graduate_Degree_Country,Graduate_Program,Program_Type,Postgraduation_offer,CC_job_Rating,CC_Drop_in_Advising_CareerLab ,CC_Handshake_Jobs,CC_Interview_Preparation,CC_Oncampus_Interview,CC_Networking_Strategies,CC_Career_Major_Exploration,CC_Fairs_Career_Events,CC_Resume_Cover_Letter_Review,CC_Career_Assessments ,CC_Resume_Cover_Letter Review,Primary_Status_Matching_Expectations,CC_Workshops
37246,13Oct2017 9:53:26,Employed full time (on average 30 hours or more per week),,,PowerSphyr,Hardware Engineer,Michigan,Grand Rapids,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Career Fair,,,,,,,,Yes,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Strongly Agree,Satisfied
37247,19Jan2017 16:31:17,Employed full time (on average 30 hours or more per week),,Strongly Agree,CycleBar,Studio Manager,Colorado,Lone Tree,,Hourly,"$30,000 - $34,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,,
37248,14Feb2019 18:15:23,Planning to continue education but not yet enrolled,,,,,,,,,,,,,,,,Unknown,Unknown,,Physician Assistant,Master's,No,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Very Satisfied
37249,13Jan2018 4:16:17,Employed full time (on average 30 hours or more per week),,,Goodwill Industries,Warehouse Team Lead,Michigan,Traverse City,,Hourly,"$25,000 - $29,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,No,Very Satisfied,,,,,Satisfied,Satisfied,,Very Satisfied,Satisfied,Satisfied,Strongly Agree,
37250,31May2018 12:59:23,Seeking employment,,,,,,,,,,,,,,,,,,,,,,Somewhat Satisfied,,Satisfied,,,,Somewhat Satisfied,,,,,Strongly Disagree,
37251,10Jun2019 10:25:47,Employed full time (on average 30 hours or more per week),,,Amazon,Area Manager,Ohio,Cleveland,,Hourly,"$50,000 - $54,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),linkedin,,,,,,,,Very Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Strongly Agree,Satisfied
37252,03Jun2020 10:59:00,Seeking employment,,,,,,,,,,,,,,,,,,,,,,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Neutral,Satisfied
37253,12Oct2017 19:55:32,Employed full time (on average 30 hours or more per week),,,Huntington,Teller,Michigan,Cadillac,,Hourly,"$25,000 - $29,999","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months after graduation,3-6 months after graduation,Other,,Job hunting website,,,,,,,,,,,,,,,,,,Strongly Agree,
37254,28Jan2020 11:17:00,Employed full time (on average 30 hours or more per week),,,Amway,Associate Software Developer II,Michigan,Ada,,Hourly,"$75,000 - $79,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Other,,"I attended an event at Amway, got an internship, and then was hired in.",,,,,,Yes,Somewhat Satisfied,Very Dissatisfied,,Satisfied,Dissatisfied,Somewhat Satisfied,Satisfied,Dissatisfied,Somewhat Satisfied,,,Strongly Agree,Somewhat Satisfied
37255,27Jun2019 11:10:13,Employed full time (on average 30 hours or more per week),,,Arbys,Assistant Manager,Michigan,Allendale,,Hourly,"$35,000 - $39,999",Having a college degree made no difference to me obtaining this position.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,,Very Satisfied,,Very Dissatisfied,,,,,,,,Disagree,
37256,03Jun2018 16:52:00,Employed full time (on average 30 hours or more per week),,,Greenville Public Schools,Teacher,Michigan,Greenville,,Hourly,"$40,000 - $44,999",A graduate degree is required and the position is related to my field of study.,9+ months after graduation,9+ months after graduation,Personal Network,,,,,,,,No,,,Satisfied,,,,,,,,,,
37257,29Jun2017 17:02:58,Seeking employment,,Neutral,,,,,,,,,,,,,,,,,,,No,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,,,Satisfied,Satisfied,,,,,
37258,17Oct2018 11:57:52,Employed full time (on average 30 hours or more per week),,,Spectrum,RN,Michigan,Grand Rapids,,Hourly,"$50,000 - $54,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,,,,,,,,,,,,Agree,
37259,06Jan2021 12:44:00,Seeking employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37260,31May2018 15:07:18,Employed full time (on average 30 hours or more per week),,,Beaumont Health,Registered nurse,Michigan,Dearborn,,Hourly,"$55,000 - $59,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,,Very Satisfied,Somewhat Satisfied,,Strongly Agree,Satisfied
37261,25Jun2019 10:11:03,Employed full time (on average 30 hours or more per week),,,Wedgwood,Youth treatment specialist,Michigan,Kentwood,,Hourly,"$30,000 - $34,999","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months before graduation,3-6 months before graduation,Other On-line Job Posting Systems (please specify),Indeed.com,,,,,,,No,,Very Dissatisfied,,,,,Satisfied,,,,,Agree,Somewhat Satisfied
37262,18Sep2016 12:25:18,Employed full time (on average 30 hours or more per week),,Strongly Agree,TowerPinkster,Electrical Designer,Michigan,Grand Rapids,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Career Fair,,,,,,,,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,,,Satisfied,,,,
37263,27Jan2020 17:12:00,Employed full time (on average 30 hours or more per week),,,Spectrum Health Lakeland,Security Officer,Michigan,St Joe MI,,Hourly,"$35,000 - $39,999",Having a college degree made no difference to me obtaining this position.,3-6 months before graduation,3-6 months before graduation,Other On-line Job Posting Systems (please specify),INDEED,,,,,,,,,,Satisfied,Somewhat Satisfied,,,,Very Satisfied,Somewhat Satisfied,,,Strongly Agree,
37264,09Jan2021 15:00:00,Employed full time (on average 30 hours or more per week),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,
37265,06Jun2017 13:45:41,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,GVSU,Michigan,,Occupational therapy,Master's,No,Somewhat Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,,,
37266,14Jan2021 18:06:00,Employed full time (on average 30 hours or more per week),,,The Computer Guild,Digital Marketing Specialist,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37267,06Jun2017 14:37:56,Employed part time (on average less than 30 hours per week),,Disagree,Jawor Brothers Country Store,Store Manager,Michigan,Ravenna,,Hourly,"$20,000 - $24,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Other,,Family,,,,,,No,,,,,,Satisfied,,Satisfied,,,,,
37268,31Jan2018 11:28:17,Employed full time (on average 30 hours or more per week),,,Crystal flash,Marketing assistant,Michigan,Grand Rapids,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Linkedin,,,,,,,No,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Somewhat Satisfied,Strongly Agree,Satisfied
37269,31May2018 13:14:44,Employed full time (on average 30 hours or more per week),,,Gentex,Data Integration Analyst,Michigan,Zeeland,,Hourly,"$40,000 - $44,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,3-6 months before graduation,"Careers In (on-campus, industry-specific fair)",,,,,,,,Yes,Somewhat Satisfied,,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,,,Agree,Somewhat Satisfied
37270,14Feb2019 13:18:43,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,,,Disagree,Somewhat Satisfied
37271,31Jan2018 12:15:52,Employed full time (on average 30 hours or more per week),,,Walt Disney World,Attractions Cast Member,Florida,Orlando,,Hourly,"Less than $20,000",Having a college degree made no difference to me obtaining this position.,3-6 months before graduation,3-6 months before graduation,Faculty/Staff Recommendation,,,,,,,,No,Satisfied,Satisfied,,Somewhat Satisfied,,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,,Agree,Satisfied
37272,30Nov2017 12:49:42,Employed full time (on average 30 hours or more per week),,Strongly Agree,Center for Infectious Disease Research,Environmental Health and Safety Specialist,Washington,Seattle,,Hourly,"$45,000 - $49,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),LinkedIn,,,,,,,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Somewhat Satisfied,,,,,
37273,06Jun2019 15:58:18,Employed full time (on average 30 hours or more per week),,,Nationwide Children’s Hospital,Pediatric Cardiac Sonographer,Ohio,Columbus,,Hourly,"$55,000 - $59,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Other,,Clinical Rotation,,,,,,Yes,Very Satisfied,Satisfied,,Satisfied,,Satisfied,Very Satisfied,Satisfied,Very Satisfied,,,Strongly Agree,Satisfied
37274,07Jun2019 6:20:22,Employed full time (on average 30 hours or more per week),,,Praxis Packaging Solutions,Production Trainer,Michigan,Grand Rapids,,Hourly,"$60,000 - $64,999","A college degree is not required for this job, but my degree helped me to obtain it.",6+ months before graduation,6+ months before graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,Yes,,Somewhat Satisfied,,Somewhat Satisfied,,,,,Somewhat Satisfied,,,Strongly Agree,
37275,25Jun2019 9:36:29,Employed full time (on average 30 hours or more per week),,,"Ranger Power, LLC",Associate Solar Developer,New York,"Brooklyn, New York",,Hourly,"$60,000 - $64,999",A college degree is required but the position is not related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,Yes,Somewhat Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Somewhat Satisfied,Dissatisfied,Satisfied,,Dissatisfied,Strongly Agree,Satisfied
37276,29Nov2017 13:10:56,Employed full time (on average 30 hours or more per week),,,Protocall servicea,Care associate,Michigan,Grandville,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neutral,Very Dissatisfied
37277,14Feb2019 13:10:44,Employed full time (on average 30 hours or more per week),,,Amway,Brand Marketing Associate,Michigan,Ada,,Hourly,"$45,000 - $49,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,GVSU Career & Internship Fair,,,,,,,,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Strongly Agree,Satisfied
37278,14Oct2017 10:35:20,Employed full time (on average 30 hours or more per week),,,Orchards children services,Social worker,Michigan,Southfield,,Hourly,"$25,000 - $29,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,No,Satisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Agree,Somewhat Satisfied
37279,10Oct2016 9:12:40,Employed full time (on average 30 hours or more per week),,Agree,Koops Inc.,Mechanical Engineer,Michigan,Holland,,Hourly,"$50,000 - $54,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,
37280,15Sep2016 12:19:17,Employed part time (on average less than 30 hours per week),,Agree,National Flag Football League,League Director,Michigan,Lake Orion,,Hourly,"$20,000 - $24,999",A college degree is required and the position is related to my field of study.,3-6 months after graduation,3-6 months after graduation,Other On-line Job Posting Systems (please specify),Indeed.com,,,,,,,No,Very Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,
37281,23Dec2020 9:50:00,Employed full time (on average 30 hours or more per week),,,"Goodwill Industries of West Michigan, Inc.",Staffing Specialist,Michigan,Muskegon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37282,06Jun2017 18:09:05,Employed full time (on average 30 hours or more per week),,Strongly Agree,4front Credit Union,Accounting Assistant,Michigan,Traverse city,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,,,Satisfied,Satisfied,Somewhat Satisfied,,Somewhat Satisfied,,
37283,14Feb2019 12:48:59,Planning to continue education but not yet enrolled,,,,,,,,,,,,,,,,PA school,Unknown,,Physician assistant,Master's,,,Very Satisfied,,,,,,Very Satisfied,Satisfied,,Very Dissatisfied,Strongly Agree,
37284,06Jun2017 8:12:26,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,University of Michigan,Michigan,,Social work,Master's,No,,,,,,,,,,,,,
37285,31May2018 12:59:28,Employed full time (on average 30 hours or more per week),,,Amway Corporation,Associate Sourcing Manager,Michigan,Ada,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Career Fair,,,,,,,,Yes,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Strongly Agree,Somewhat Satisfied
37286,21Nov2019 17:49:00,Planning to continue education but not yet enrolled,,,,,,,,,,,,,,,,Michigan State University,Michigan,,Veterinary Medicine,Doctorate,,,,Dissatisfied,Somewhat Satisfied,,,,,Somewhat Satisfied,,,Strongly Agree,
37287,26Mar2020 13:07:00,Employed full time (on average 30 hours or more per week),,,Mercy Healtn,Registered Nurse,Michigan,Grand Rapids,,Hourly,"$65,000 - $69,999",,,,,,,,,,,,,,,,,,,,,,,,Disagree,
37288,26Dec2019 21:52:00,Employed full time (on average 30 hours or more per week),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,
37289,25Sep2019 13:41:15,Employed full time (on average 30 hours or more per week),,,Public education,Teachee,Michigan,Alanson,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,Somewhat Satisfied,,,Dissatisfied,,Very Dissatisfied,Somewhat Satisfied,Very Dissatisfied,Satisfied,,,Strongly Agree,
37290,07Nov2016 7:48:23,"Participating in a volunteer or service program (e.g., Peace Corps)",,Agree,Goodwill Industries of Grand Rapids AmeriCorps,Achieve Workshop specialist,Michigan,Grand Rapids MI,,Click to write Choice 3,,"A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months after graduation,3-6 months after graduation,Other On-line Job Posting Systems (please specify),Facebook Page,,,,,,,No,Dissatisfied,Dissatisfied,Dissatisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,Somewhat Satisfied,Dissatisfied,Somewhat Satisfied,Dissatisfied,,,
37291,06Jun2019 18:22:22,Employed part time (on average less than 30 hours per week),,,Spectrum Health,Pharmacy Technician,Michigan,Grand Rapids,,Hourly,"$25,000 - $29,999",Having a college degree made no difference to me obtaining this position.,6+ months before graduation,6+ months before graduation,GVSU Career & Internship Fair,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Disagree,Very Satisfied
37292,03Jun2020 12:57:00,Planning to continue education but not yet enrolled,,,,,,,,,,,,,,,,Unknown,Unknown,,Unknown,Master's,No,,,Satisfied,,,,,,,,,Strongly Agree,
37293,12Feb2020 14:05:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,western michigan university,Michigan,,Physician Assistant Program,Master's,No,,Somewhat Satisfied,,Somewhat Satisfied,,Dissatisfied,Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Strongly Agree,
37294,29Nov2017 14:47:33,Employed full time (on average 30 hours or more per week),,Agree,Imperial CRS,Accounts Receivable Specialist,Michigan,Grand Rapids,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,3-6 months after graduation,3-6 months after graduation,Other On-line Job Posting Systems (please specify),Monster,,,,,,,,Somewhat Satisfied,Very Satisfied,,Satisfied,,Satisfied,Very Satisfied,,Somewhat Satisfied,,,,
37295,06Jun2019 13:31:54,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Applied Linguistics,Master's,No,,,Satisfied,,Satisfied,,Satisfied,Satisfied,Satisfied,,Very Satisfied,Strongly Agree,
37296,07Jun2017 13:24:32,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Agree,,,,,,,,,,,,,,University of Michigan,Michigan,,Masters in Accounting,Master's,Yes,Satisfied,,,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Satisfied,,Dissatisfied,,,
37297,08Oct2018 10:01:09,Employed full time (on average 30 hours or more per week),,,Cascade Engineering,Associate Engineer,Michigan,Grand Rapids,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Other,,Engineering Co-op Company,,,,,,Yes,Somewhat Satisfied,,,Satisfied,,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Satisfied,,,Strongly Agree,
37298,08Oct2018 9:28:14,Employed part time (on average less than 30 hours per week),,,The Center for Therapeutic Learning and Communication,Physical Therapist,Michigan,Clinton Township,,Hourly,"$35,000 - $39,999",A graduate degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other Job Posting System (please specify),Indeed,,,,,,,No,,Satisfied,,,,,Satisfied,Satisfied,Satisfied,,,,
37299,29Jun2017 12:04:07,Employed full time (on average 30 hours or more per week),,Agree,Farmers insurance,Office claims adjuster,Michigan,Caledonia,,Hourly,"$40,000 - $44,999",A college degree is required but the position is not related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,No,Dissatisfied,,,Dissatisfied,,,,Dissatisfied,,,Dissatisfied,,
37300,29Nov2017 13:43:25,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,Western Michigan U iveraity Cooley Law School,Michigan,,Law,Master's,,Somewhat Satisfied,Very Satisfied,Satisfied,Satisfied,,,Satisfied,,,Somewhat Satisfied,,,
37301,05Dec2016 9:21:45,Employed full time (on average 30 hours or more per week),,,PRGX Global,Staff Auditor,Michigan,Grand Rapids,,Hourly,"$30,000 - $34,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Career Center On-line Recruiting System (LakerJobs),,,,,,,,No,Dissatisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,,
37302,22Dec2020 13:49:00,Employed full time (on average 30 hours or more per week),,,Asset Living,Assistant Community Manager,Michigan,Allendale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37303,22Oct2018 9:52:11,Employed full time (on average 30 hours or more per week),,,Lululemon Athleta,Sales Associate,Michigan,Birmingham,,Hourly,"$30,000 - $34,999",,,,,,,,,,,,,,,,,,,,,,,,Agree,
37304,10Jun2019 11:35:33,Employed full time (on average 30 hours or more per week),,,Ernst & Young,Assurance Staff,Michigan,Grand Rapids,,Hourly,"$50,000 - $54,999",An undergraduate degree is required and the position is related to my field of study,6+ months before graduation,6+ months before graduation,Other GVSU Career Event,,,,,,,,Yes,Very Satisfied,,Very Satisfied,,Satisfied,,Satisfied,,Very Satisfied,,,,
37305,05Jul2018 13:01:47,Employed part time (on average less than 30 hours per week),,,Wheelhouse,Server,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,
37306,31May2018 13:58:06,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Cell & Molecular Biology,Master's,No,Somewhat Satisfied,,Dissatisfied,,,,,Somewhat Satisfied,Satisfied,Somewhat Satisfied,,Strongly Agree,
37307,24Jun2020 16:51:00,Employed full time (on average 30 hours or more per week),,,Clinton community schools,Teacher,Michigan,Clinton,,Hourly,"$40,000 - $44,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months after graduation,Personal Network,,,,,,,,No,,,,,,,,,,,,Strongly Agree,
37308,29May2018 15:15:40,Employed full time (on average 30 hours or more per week),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37309,31Jan2018 12:43:06,Employed part time (on average less than 30 hours per week),,,Mercy health,Speech language pathologist,Michigan,Muskegon,,Hourly,"Less than $20,000",A graduate degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Faculty/Staff Recommendation,,,,,,,,,,,,,,,,,,,,,
37310,25Jun2019 17:22:05,Employed full time (on average 30 hours or more per week),,,PwC,Auditor,Michigan,Detroit,,Hourly,"$55,000 - $59,999",An undergraduate degree is required and the position is related to my field of study,6+ months before graduation,6+ months before graduation,Other GVSU Career Event,,,,,,,,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,,,Satisfied,,Very Satisfied
37311,27Sep2019 10:40:00,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,,,,Satisfied,,,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,,Disagree,Satisfied
37312,27Feb2019 13:10:55,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Satisfied,Satisfied,Satisfied,,,,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Disagree,
37313,01Mar2019 16:41:33,Employed full time (on average 30 hours or more per week),,,The Walt Disney Company,Guest Services Assistant,California,Anaheim,,Hourly,"$35,000 - $39,999","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months before graduation,3-6 months before graduation,Personal Network,,,,,,,,Yes,Satisfied,,Satisfied,,,,Satisfied,Somewhat Satisfied,,Satisfied,Somewhat Satisfied,Agree,
37314,07Jan2021 14:39:00,Employed full time (on average 30 hours or more per week),,,Magna International,Software Engineer,Michigan,Grand Rapids,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37315,08Jan2021 14:36:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,University of Louisiana at Lafayette,Louisiana,,Francophone Studies,,,,,,,,,,,,,,,
37316,30Dec2020 16:27:00,Employed full time (on average 30 hours or more per week),,,EDUStaff,Substitute Teacher,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37317,27Feb2019 18:45:20,Employed full time (on average 30 hours or more per week),,,W. Soule,Safety coordinator,Michigan,Kalamazoo,,Click to write Choice 3,,A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),LinkedIn,,,,,,,No,Very Satisfied,,Satisfied,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,Strongly Agree,Very Satisfied
37318,03Jun2020 12:22:00,Employed full time (on average 30 hours or more per week),,,Signarama,Installer,Michigan,Troy,,Hourly,"$20,000 - $24,999",Having a college degree made no difference to me obtaining this position.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,,,Dissatisfied,,,,,,,,,,Disagree,
37319,26Jun2019 13:50:42,Employed full time (on average 30 hours or more per week),,,GVSU,Assistant Director,Michigan,Allendale,,Hourly,,An undergraduate degree is required and the position is related to my field of study,6+ months before graduation,6+ months before graduation,GVSU Alumni Network,,,,,,,,,,,,,,,,,,,,,
37320,08Oct2018 11:03:06,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Doctor of Physical Therapy,Doctorate,Yes,Satisfied,Satisfied,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Strongly Agree,Satisfied
37321,07Jan2021 12:54:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Indiana Wesleyan University,Unknown,,Nursing,,,,,,,,,,,,,,,
37322,17Jan2017 12:03:06,Employed part time (on average less than 30 hours per week),,Neutral,Substitute teacher,Sub,Michigan,Bloomfield Hills,,Hourly,"Less than $20,000",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,No,Somewhat Satisfied,Satisfied,Dissatisfied,Satisfied,,Very Dissatisfied,,Very Satisfied,,,Satisfied,,
37323,28Jan2020 6:35:00,Employed full time (on average 30 hours or more per week),,,St. Louis Public Schoolsl,4th grade Teacher,Michigan,St. Louis,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Applitrack,,,,,,,No,Very Satisfied,,,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,Strongly Agree,Very Satisfied
37324,06Jun2019 13:33:34,Employed full time (on average 30 hours or more per week),,,Edward Jones,Financial Advisor,Kentucky,Louisville,,Hourly,"$35,000 - $39,999","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months before graduation,3-6 months before graduation,Personal Network,,,,,,,,No,Somewhat Satisfied,,Somewhat Satisfied,,,,Somewhat Satisfied,Somewhat Satisfied,Satisfied,,,Agree,
